RCId,Cid,OrderTime,ScheduleTime,OrderStatus,score,id
2202,3066,2021-08-08 03:20:34.532996,"{'2021-08-15': ['12', '15']}",0,,8592
2202,3154,2021-08-13 16:54:14.633170,"{'2021-08-18': ['17', '20']}",0,,8594
2203,3033,2021-07-15 13:37:39.669069,"{'2021-07-22': ['16', '18']}",0,,8595
2204,3134,2021-07-13 09:33:57.282512,"{'2021-07-14': ['14', '15']}",0,,8598
2204,3154,2021-07-28 01:33:16.324258,"{'2021-07-31': ['12', '15']}",0,,8599
2204,3133,2021-08-14 08:19:10.647841,"{'2021-08-18': ['17', '18']}",0,,8597
2204,3036,2021-08-14 23:07:44.315881,"{'2021-08-18': ['11', '13']}",0,,8596
2204,3009,2021-08-16 12:23:12.505097,"{'2021-08-21': ['20', '21']}",0,,8600
2205,3117,2021-07-05 10:35:39.269720,"{'2021-07-06': ['11', '14']}",0,,8601
2205,3075,2021-07-06 22:25:49.353851,"{'2021-07-07': ['16', '18']}",0,,8605
2205,3125,2021-07-26 03:28:32.943137,"{'2021-07-31': ['11', '14']}",0,,8604
2205,3099,2021-08-03 15:28:49.071396,"{'2021-08-06': ['15', '18']}",0,,8603
2205,3061,2021-08-05 13:19:22.206477,"{'2021-08-06': ['10', '13']}",0,,8602
2206,3077,2021-07-06 08:26:22.659257,"{'2021-07-11': ['14', '17']}",0,,8607
2206,3036,2021-07-20 19:25:58.325420,"{'2021-07-25': ['19', '20']}",0,,8606
2206,3065,2021-07-27 04:04:08.006751,"{'2021-07-29': ['12', '13']}",0,,8608
2206,3115,2021-07-29 01:27:37.386922,"{'2021-08-01': ['14', '15']}",0,,8609
2206,3078,2021-08-03 20:15:23.424861,"{'2021-08-05': ['16', '18']}",0,,8610
2207,3023,2021-07-05 00:17:01.056562,"{'2021-07-12': ['9', '11']}",0,,8613
2207,3127,2021-07-05 01:54:51.357122,"{'2021-07-09': ['16', '19']}",0,,8614
2207,3070,2021-07-15 12:42:20.857392,"{'2021-07-19': ['18', '20']}",0,,8611
2207,3128,2021-08-01 17:57:33.515398,"{'2021-08-07': ['16', '19']}",0,,8612
2208,3115,2021-07-12 14:16:25.536342,"{'2021-07-17': ['11', '14']}",0,,8616
2208,3050,2021-07-12 20:12:09.675654,"{'2021-07-16': ['19', '20']}",0,,8615
2209,3152,2021-07-17 23:32:29.791775,"{'2021-07-23': ['22', '23']}",0,,8617
2210,3086,2021-07-16 15:00:01.837046,"{'2021-07-17': ['21', '22']}",0,,8619
2210,3147,2021-07-20 06:48:25.303736,"{'2021-07-26': ['12', '15']}",0,,8618
2211,3068,2021-07-03 02:12:05.021035,"{'2021-07-08': ['14', '17']}",0,,8622
2211,3041,2021-07-07 06:26:48.096881,"{'2021-07-09': ['9', '10']}",0,,8621
2211,3139,2021-07-18 15:06:11.064657,"{'2021-07-23': ['14', '17']}",0,,8620
2211,3137,2021-08-06 00:04:32.224473,"{'2021-08-13': ['13', '14']}",0,,8623
2212,3143,2021-07-08 23:59:35.078330,"{'2021-07-13': ['15', '16']}",0,,8628
2212,3098,2021-07-12 16:03:07.329396,"{'2021-07-15': ['19', '20']}",0,,8627
2212,3096,2021-07-18 03:10:39.186532,"{'2021-07-20': ['14', '16']}",0,,8626
2212,3152,2021-07-19 07:55:58.372158,"{'2021-07-24': ['18', '19']}",0,,8624
2212,3008,2021-08-04 09:16:55.940489,"{'2021-08-11': ['18', '19']}",0,,8625
2213,3099,2021-07-04 08:01:15.951106,"{'2021-07-09': ['10', '11']}",0,,8629
2213,3114,2021-07-18 19:13:26.770411,"{'2021-07-24': ['14', '15']}",0,,8633
2213,3101,2021-08-03 03:59:30.820087,"{'2021-08-08': ['19', '21']}",0,,8631
2213,3083,2021-08-06 13:49:18.532193,"{'2021-08-12': ['15', '16']}",0,,8630
2213,3041,2021-08-14 21:30:33.762161,"{'2021-08-19': ['10', '12']}",0,,8632
2214,3033,2021-07-01 04:17:08.023233,"{'2021-07-06': ['16', '17']}",0,,8635
2214,3154,2021-07-06 16:47:14.485286,"{'2021-07-13': ['13', '15']}",0,,8637
2214,3086,2021-07-10 16:20:03.748865,"{'2021-07-17': ['15', '18']}",0,,8634
2214,3104,2021-07-28 11:14:16.799720,"{'2021-08-03': ['20', '22']}",0,,8636
2215,3103,2021-07-07 13:40:43.104348,"{'2021-07-14': ['20', '23']}",0,,8638
2216,3028,2021-07-23 04:02:58.901451,"{'2021-07-28': ['16', '18']}",0,,8639
2217,3144,2021-07-03 00:12:23.552381,"{'2021-07-06': ['10', '12']}",0,,8640
2217,3046,2021-08-02 02:51:47.358775,"{'2021-08-04': ['13', '15']}",0,,8641
2218,3126,2021-07-18 22:02:19.345114,"{'2021-07-21': ['13', '14']}",0,,8643
2218,3139,2021-07-28 03:12:33.839866,"{'2021-07-29': ['13', '16']}",0,,8642
2219,3032,2021-07-02 17:01:55.256407,"{'2021-07-07': ['14', '17']}",0,,8644
2219,3071,2021-07-29 07:45:14.370309,"{'2021-07-30': ['18', '21']}",0,,8647
2219,3065,2021-08-05 18:00:55.023378,"{'2021-08-09': ['19', '20']}",0,,8645
2219,3007,2021-08-08 03:05:32.251932,"{'2021-08-10': ['15', '16']}",0,,8646
2219,3034,2021-08-09 06:04:35.491043,"{'2021-08-11': ['15', '16']}",0,,8648
2220,3000,2021-07-06 18:30:17.961919,"{'2021-07-10': ['9', '11']}",0,,8651
2220,3103,2021-07-16 17:05:26.361157,"{'2021-07-21': ['17', '18']}",0,,8652
2220,3014,2021-07-25 14:34:19.938004,"{'2021-07-30': ['16', '19']}",0,,8649
2220,3043,2021-08-07 01:53:04.711452,"{'2021-08-10': ['16', '19']}",0,,8650
2221,3042,2021-07-14 07:09:23.731970,"{'2021-07-17': ['16', '18']}",0,,8654
2221,3091,2021-07-31 12:30:33.496527,"{'2021-08-05': ['15', '16']}",0,,8653
2222,3037,2021-07-23 20:25:25.210606,"{'2021-07-30': ['18', '20']}",0,,8655
2222,3114,2021-08-07 10:47:22.743956,"{'2021-08-12': ['13', '16']}",0,,8656
2222,3036,2021-08-14 13:41:25.773935,"{'2021-08-20': ['17', '20']}",0,,8657
2223,3031,2021-07-19 18:58:25.301183,"{'2021-07-22': ['10', '13']}",0,,8659
2223,3131,2021-07-21 14:51:36.410873,"{'2021-07-28': ['16', '17']}",0,,8658
2223,3052,2021-08-15 07:02:40.795861,"{'2021-08-21': ['10', '12']}",0,,8660
2224,3143,2021-08-05 03:22:06.613504,"{'2021-08-06': ['17', '18']}",0,,8661
2225,3066,2021-07-10 16:24:55.537387,"{'2021-07-17': ['19', '21']}",0,,8666
2225,3013,2021-07-23 09:23:13.667720,"{'2021-07-28': ['16', '18']}",0,,8664
2225,3058,2021-07-31 00:04:42.543260,"{'2021-08-05': ['20', '22']}",0,,8662
2225,3119,2021-08-10 04:55:55.702087,"{'2021-08-15': ['12', '15']}",0,,8663
2225,3111,2021-08-14 01:55:29.425897,"{'2021-08-16': ['12', '15']}",0,,8665
2226,3099,2021-07-03 00:04:33.912949,"{'2021-07-06': ['12', '15']}",0,,8669
2226,3077,2021-07-30 17:14:38.053816,"{'2021-08-06': ['12', '14']}",0,,8667
2226,3041,2021-08-14 21:54:21.412104,"{'2021-08-20': ['17', '18']}",0,,8668
2227,3055,2021-07-10 02:12:02.385528,"{'2021-07-12': ['17', '19']}",0,,8670
2228,3016,2021-07-12 19:02:26.699541,"{'2021-07-13': ['14', '17']}",0,,8672
2228,3138,2021-08-08 16:14:44.153726,"{'2021-08-12': ['13', '16']}",0,,8673
2228,3065,2021-08-16 19:25:32.983595,"{'2021-08-17': ['14', '16']}",0,,8671
2229,3004,2021-07-18 16:16:44.357758,"{'2021-07-19': ['14', '17']}",0,,8675
2229,3103,2021-07-25 04:05:01.286387,"{'2021-07-27': ['13', '16']}",0,,8676
2229,3015,2021-08-12 09:25:28.529972,"{'2021-08-16': ['15', '18']}",0,,8674
2230,3075,2021-07-09 13:04:39.000905,"{'2021-07-16': ['10', '12']}",0,,8680
2230,3145,2021-07-18 09:28:04.577918,"{'2021-07-24': ['15', '16']}",0,,8678
2230,3090,2021-08-07 13:55:58.233427,"{'2021-08-08': ['15', '17']}",0,,8677
2230,3118,2021-08-16 12:15:59.531082,"{'2021-08-22': ['11', '12']}",0,,8681
2230,3123,2021-08-16 17:02:44.863675,"{'2021-08-21': ['16', '17']}",0,,8679
2231,3024,2021-07-21 00:46:21.241388,"{'2021-07-25': ['16', '19']}",0,,8682
2231,3077,2021-07-24 05:07:48.434277,"{'2021-07-26': ['10', '11']}",0,,8683
2231,3131,2021-08-06 02:15:16.729837,"{'2021-08-13': ['10', '11']}",0,,8684
2232,3044,2021-07-04 03:06:43.155273,"{'2021-07-08': ['15', '17']}",0,,8685
2232,3055,2021-07-09 12:11:57.587067,"{'2021-07-13': ['19', '21']}",0,,8686
2232,3001,2021-07-17 17:27:13.709830,"{'2021-07-22': ['12', '15']}",0,,8687
2232,3019,2021-07-26 02:49:06.706656,"{'2021-07-27': ['9', '12']}",0,,8688
2233,3007,2021-07-23 05:21:57.386377,"{'2021-07-25': ['16', '18']}",0,,8689
2233,3051,2021-08-06 18:31:36.960341,"{'2021-08-10': ['12', '13']}",0,,8690
2234,3116,2021-07-29 02:29:41.946994,"{'2021-08-05': ['21', '22']}",0,,8692
2234,3118,2021-07-29 07:54:29.443527,"{'2021-08-01': ['20', '22']}",0,,8691
2235,3076,2021-07-05 05:25:39.671653,"{'2021-07-08': ['10', '13']}",0,,8696
2235,3011,2021-07-06 09:00:29.250171,"{'2021-07-12': ['14', '17']}",0,,8695
2235,3058,2021-08-13 20:12:30.210825,"{'2021-08-18': ['19', '22']}",0,,8694
2235,3107,2021-08-16 15:04:12.961580,"{'2021-08-21': ['13', '16']}",0,,8693
2236,3097,2021-07-13 04:55:49.823276,"{'2021-07-14': ['11', '14']}",0,,8697
2236,3089,2021-07-13 12:26:54.098295,"{'2021-07-20': ['19', '21']}",0,,8700
2236,3077,2021-07-21 17:59:50.467363,"{'2021-07-27': ['12', '14']}",0,,8698
2236,3144,2021-08-05 10:11:26.766568,"{'2021-08-11': ['18', '20']}",0,,8701
2236,3087,2021-08-08 14:31:52.777286,"{'2021-08-12': ['15', '18']}",0,,8699
2237,3128,2021-07-16 21:29:36.871282,"{'2021-07-21': ['14', '15']}",0,,8703
2237,3014,2021-07-22 14:40:01.261235,"{'2021-07-27': ['10', '13']}",0,,8705
2237,3065,2021-07-23 17:59:18.839871,"{'2021-07-30': ['17', '18']}",0,,8704
2237,3137,2021-07-30 09:01:23.877414,"{'2021-07-31': ['14', '17']}",0,,8702
2238,3123,2021-07-08 04:09:38.112290,"{'2021-07-15': ['17', '18']}",0,,8707
2238,3086,2021-07-30 19:07:01.182982,"{'2021-07-31': ['19', '22']}",0,,8706
2238,3040,2021-07-31 00:04:09.888605,"{'2021-08-06': ['19', '20']}",0,,8708
2239,3040,2021-07-18 20:16:08.046790,"{'2021-07-20': ['15', '17']}",0,,8710
2239,3083,2021-07-31 01:24:10.077075,"{'2021-08-07': ['14', '16']}",0,,8709
2240,3080,2021-07-12 03:29:01.814741,"{'2021-07-13': ['19', '20']}",0,,8713
2240,3089,2021-07-21 04:08:26.245380,"{'2021-07-27': ['16', '17']}",0,,8711
2240,3141,2021-07-24 04:36:29.417799,"{'2021-07-28': ['14', '16']}",0,,8714
2240,3037,2021-08-02 05:44:42.367296,"{'2021-08-05': ['16', '18']}",0,,8712
2241,3154,2021-07-10 00:34:49.037536,"{'2021-07-17': ['9', '11']}",0,,8718
2241,3109,2021-07-19 05:53:17.147233,"{'2021-07-26': ['19', '21']}",0,,8717
2241,3127,2021-07-27 19:42:09.917171,"{'2021-08-01': ['13', '14']}",0,,8716
2241,3049,2021-08-10 15:55:47.797585,"{'2021-08-13': ['12', '15']}",0,,8715
2242,3010,2021-07-24 18:50:16.678725,"{'2021-07-31': ['14', '15']}",0,,8722
2242,3014,2021-08-01 23:10:05.816634,"{'2021-08-04': ['16', '19']}",0,,8721
2242,3022,2021-08-02 04:37:01.077405,"{'2021-08-07': ['17', '19']}",0,,8719
2242,3110,2021-08-11 03:21:32.177653,"{'2021-08-15': ['16', '17']}",0,,8720
2243,3009,2021-07-12 18:06:27.365462,"{'2021-07-17': ['11', '12']}",0,,8723
2243,3031,2021-08-13 15:36:23.588066,"{'2021-08-17': ['20', '21']}",0,,8724
2244,3098,2021-08-04 07:28:35.182642,"{'2021-08-06': ['15', '18']}",0,,8725
2245,3125,2021-07-01 23:57:34.296000,"{'2021-07-02': ['17', '20']}",0,,8729
2245,3047,2021-07-06 10:46:38.439639,"{'2021-07-10': ['10', '12']}",0,,8726
2245,3105,2021-08-04 11:04:01.259244,"{'2021-08-05': ['19', '20']}",0,,8728
2245,3001,2021-08-12 07:21:19.824695,"{'2021-08-18': ['16', '19']}",0,,8727
2246,3093,2021-07-22 15:36:13.970299,"{'2021-07-27': ['20', '23']}",0,,8731
2246,3122,2021-08-01 23:29:28.474889,"{'2021-08-04': ['13', '15']}",0,,8730
2247,3136,2021-07-05 01:05:27.754915,"{'2021-07-07': ['11', '14']}",0,,8732
2247,3083,2021-08-04 18:37:02.372311,"{'2021-08-06': ['17', '19']}",0,,8733
2248,3004,2021-07-11 03:04:32.503032,"{'2021-07-16': ['16', '18']}",0,,8735
2248,3141,2021-08-16 17:09:25.754143,"{'2021-08-20': ['12', '14']}",0,,8734
2249,3057,2021-07-17 03:45:30.362921,"{'2021-07-19': ['20', '22']}",0,,8737
2249,3025,2021-08-05 23:02:10.924356,"{'2021-08-08': ['15', '18']}",0,,8736
2249,3105,2021-08-12 03:18:41.499756,"{'2021-08-13': ['18', '21']}",0,,8739
2249,3140,2021-08-19 01:29:34.224394,"{'2021-08-25': ['10', '12']}",0,,8738
2250,3006,2021-07-03 03:38:45.988808,"{'2021-07-08': ['11', '14']}",0,,8741
2250,3004,2021-07-08 03:23:13.073373,"{'2021-07-10': ['11', '12']}",0,,8744
2250,3027,2021-07-09 05:01:01.990180,"{'2021-07-13': ['19', '21']}",0,,8742
2250,3128,2021-07-28 06:40:27.369462,"{'2021-08-02': ['12', '13']}",0,,8743
2250,3133,2021-08-15 09:26:31.753896,"{'2021-08-16': ['11', '14']}",0,,8740
2251,3147,2021-07-04 15:39:31.726242,"{'2021-07-05': ['17', '18']}",0,,8747
2251,3056,2021-07-09 12:29:41.494270,"{'2021-07-13': ['20', '22']}",0,,8749
2251,3120,2021-07-11 10:17:54.642571,"{'2021-07-16': ['17', '18']}",0,,8748
2251,3066,2021-08-04 03:59:30.672734,"{'2021-08-07': ['18', '19']}",0,,8745
2251,3022,2021-08-13 13:42:15.079027,"{'2021-08-15': ['12', '15']}",0,,8746
2252,3076,2021-07-07 01:06:28.214793,"{'2021-07-13': ['13', '16']}",0,,8751
2252,3121,2021-07-07 03:53:20.192666,"{'2021-07-08': ['17', '20']}",0,,8750
2252,3146,2021-07-30 17:35:59.626104,"{'2021-08-03': ['16', '17']}",0,,8753
2252,3039,2021-08-12 08:39:58.043764,"{'2021-08-18': ['17', '18']}",0,,8752
2253,3146,2021-07-11 03:25:59.127614,"{'2021-07-17': ['10', '13']}",0,,8755
2253,3049,2021-07-13 20:02:34.464556,"{'2021-07-19': ['13', '14']}",0,,8757
2253,3036,2021-07-20 08:06:26.161391,"{'2021-07-26': ['14', '15']}",0,,8754
2253,3000,2021-07-25 05:34:51.472426,"{'2021-08-01': ['15', '16']}",0,,8756
2253,3092,2021-08-07 00:13:36.366490,"{'2021-08-08': ['14', '16']}",0,,8758
2254,3097,2021-07-02 08:37:10.373109,"{'2021-07-08': ['16', '18']}",0,,8761
2254,3130,2021-08-06 22:25:24.459211,"{'2021-08-09': ['14', '16']}",0,,8760
2254,3020,2021-08-10 20:59:33.050828,"{'2021-08-13': ['15', '16']}",0,,8759
2255,3024,2021-07-14 20:54:01.501496,"{'2021-07-18': ['15', '17']}",0,,8764
2255,3135,2021-07-17 05:34:48.275371,"{'2021-07-20': ['10', '11']}",0,,8763
2255,3136,2021-07-29 16:35:51.119637,"{'2021-08-03': ['15', '18']}",0,,8765
2255,3103,2021-08-02 03:19:21.558103,"{'2021-08-08': ['14', '17']}",0,,8762
2256,3115,2021-07-24 13:30:43.590884,"{'2021-07-27': ['19', '22']}",0,,8766
2256,3132,2021-07-28 01:43:32.435831,"{'2021-08-02': ['17', '18']}",0,,8767
2257,3142,2021-07-17 22:28:05.500536,"{'2021-07-24': ['13', '14']}",0,,8769
2257,3106,2021-07-23 09:23:34.794583,"{'2021-07-27': ['12', '15']}",0,,8770
2257,3119,2021-08-05 04:17:59.595840,"{'2021-08-11': ['10', '13']}",0,,8768
2257,3036,2021-08-13 06:33:49.723794,"{'2021-08-17': ['18', '20']}",0,,8771
2258,3090,2021-07-08 21:00:57.140200,"{'2021-07-09': ['12', '15']}",0,,8776
2258,3130,2021-07-09 13:09:47.061907,"{'2021-07-16': ['16', '18']}",0,,8775
2258,3151,2021-07-24 22:54:55.967149,"{'2021-07-25': ['13', '16']}",0,,8773
2258,3092,2021-07-29 12:40:50.755301,"{'2021-08-02': ['14', '16']}",0,,8774
2258,3037,2021-08-07 04:33:48.025758,"{'2021-08-10': ['10', '13']}",0,,8772
2259,3020,2021-07-02 10:57:24.834804,"{'2021-07-07': ['9', '12']}",0,,8779
2259,3085,2021-07-03 16:05:01.279750,"{'2021-07-10': ['19', '22']}",0,,8777
2259,3033,2021-07-09 00:27:36.546477,"{'2021-07-14': ['21', '22']}",0,,8778
2259,3012,2021-07-27 22:38:30.941327,"{'2021-07-30': ['12', '14']}",0,,8780
2260,3109,2021-07-16 16:15:44.806665,"{'2021-07-18': ['12', '14']}",0,,8782
2260,3091,2021-07-19 01:22:30.050697,"{'2021-07-24': ['14', '17']}",0,,8783
2260,3071,2021-07-27 19:46:51.420571,"{'2021-07-28': ['19', '21']}",0,,8781
2261,3019,2021-07-08 21:44:49.003358,"{'2021-07-09': ['11', '12']}",0,,8786
2261,3039,2021-07-09 21:00:08.055881,"{'2021-07-11': ['16', '19']}",0,,8784
2261,3003,2021-07-13 07:36:07.498482,"{'2021-07-20': ['17', '20']}",0,,8787
2261,3123,2021-07-25 15:58:42.785534,"{'2021-08-01': ['14', '17']}",0,,8785
2261,3016,2021-08-07 23:47:26.111854,"{'2021-08-10': ['14', '17']}",0,,8788
2262,3095,2021-07-17 20:49:56.319301,"{'2021-07-19': ['19', '20']}",0,,8789
2262,3090,2021-07-29 01:34:15.445203,"{'2021-08-02': ['12', '13']}",0,,8790
2263,3008,2021-07-01 00:13:14.654687,"{'2021-07-04': ['19', '20']}",0,,8795
2263,3090,2021-07-24 00:17:49.088736,"{'2021-07-29': ['15', '17']}",0,,8791
2263,3020,2021-07-30 06:16:15.873789,"{'2021-08-02': ['9', '10']}",0,,8792
2263,3152,2021-07-30 07:51:30.360476,"{'2021-08-03': ['19', '22']}",0,,8794
2263,3046,2021-08-19 03:22:35.400482,"{'2021-08-26': ['19', '20']}",0,,8793
2264,3023,2021-07-07 04:16:37.258246,"{'2021-07-08': ['17', '18']}",0,,8797
2264,3103,2021-07-22 17:50:08.261437,"{'2021-07-25': ['17', '19']}",0,,8796
2265,3059,2021-08-15 10:49:12.224298,"{'2021-08-17': ['17', '19']}",0,,8798
2266,3062,2021-07-03 01:56:40.543070,"{'2021-07-10': ['15', '17']}",0,,8800
2266,3140,2021-07-08 08:27:10.137054,"{'2021-07-11': ['16', '19']}",0,,8799
2266,3098,2021-08-01 05:42:33.181877,"{'2021-08-04': ['13', '15']}",0,,8801
2267,3067,2021-07-01 01:53:46.830541,"{'2021-07-07': ['19', '21']}",0,,8803
2267,3003,2021-07-16 06:31:08.943280,"{'2021-07-20': ['11', '14']}",0,,8805
2267,3008,2021-07-19 00:19:15.639819,"{'2021-07-25': ['13', '14']}",0,,8804
2267,3126,2021-08-07 08:38:46.327556,"{'2021-08-10': ['15', '17']}",0,,8802
2268,3129,2021-07-03 19:33:17.881086,"{'2021-07-06': ['10', '12']}",0,,8806
2268,3032,2021-07-13 10:11:26.620573,"{'2021-07-18': ['20', '21']}",0,,8808
2268,3012,2021-07-19 08:46:59.515132,"{'2021-07-21': ['11', '13']}",0,,8807
2269,3031,2021-07-13 10:48:38.439328,"{'2021-07-17': ['10', '12']}",0,,8810
2269,3129,2021-08-11 01:55:13.948765,"{'2021-08-16': ['13', '15']}",0,,8811
2269,3049,2021-08-11 15:49:57.312679,"{'2021-08-12': ['11', '14']}",0,,8809
2270,3002,2021-07-19 16:15:28.155623,"{'2021-07-20': ['18', '19']}",0,,8815
2270,3104,2021-07-22 18:19:25.722564,"{'2021-07-27': ['9', '10']}",0,,8814
2270,3153,2021-08-01 08:12:51.137555,"{'2021-08-08': ['15', '17']}",0,,8812
2270,3016,2021-08-03 16:34:47.858763,"{'2021-08-09': ['17', '19']}",0,,8813
2270,3104,2021-08-13 08:29:53.804435,"{'2021-08-15': ['11', '12']}",0,,8816
2271,3015,2021-07-11 18:40:21.060860,"{'2021-07-15': ['15', '17']}",0,,8819
2271,3016,2021-08-03 10:01:45.520264,"{'2021-08-08': ['10', '12']}",0,,8820
2271,3087,2021-08-09 08:08:26.951370,"{'2021-08-13': ['13', '16']}",0,,8818
2271,3022,2021-08-19 12:48:07.160519,"{'2021-08-21': ['10', '11']}",0,,8817
2272,3029,2021-07-04 20:49:05.004408,"{'2021-07-08': ['15', '16']}",0,,8822
2272,3149,2021-07-06 13:59:59.924390,"{'2021-07-09': ['21', '23']}",0,,8821
2272,3003,2021-07-20 21:21:51.174703,"{'2021-07-26': ['15', '18']}",0,,8824
2272,3049,2021-07-22 22:19:41.396334,"{'2021-07-28': ['18', '19']}",0,,8823
2272,3026,2021-08-12 05:33:53.142976,"{'2021-08-17': ['18', '21']}",0,,8825
2273,3021,2021-07-03 17:17:44.572141,"{'2021-07-06': ['18', '20']}",0,,8826
2273,3040,2021-07-11 07:46:49.191673,"{'2021-07-12': ['17', '19']}",0,,8829
2273,3032,2021-07-20 17:15:44.016565,"{'2021-07-21': ['11', '13']}",0,,8827
2273,3137,2021-08-11 20:10:37.426404,"{'2021-08-14': ['17', '20']}",0,,8828
2274,3112,2021-07-10 15:05:47.740138,"{'2021-07-14': ['20', '22']}",0,,8830
2275,3007,2021-07-01 11:33:51.509533,"{'2021-07-06': ['11', '12']}",0,,8832
2275,3141,2021-07-01 14:05:02.211199,"{'2021-07-06': ['17', '20']}",0,,8833
2275,3096,2021-07-20 02:06:07.367889,"{'2021-07-24': ['15', '16']}",0,,8831
2275,3005,2021-08-07 18:25:55.210575,"{'2021-08-09': ['17', '19']}",0,,8834
2276,3008,2021-08-04 12:47:47.204152,"{'2021-08-10': ['12', '15']}",0,,8835
2276,3096,2021-08-09 06:16:07.554194,"{'2021-08-15': ['16', '19']}",0,,8837
2276,3154,2021-08-11 23:12:19.872995,"{'2021-08-16': ['17', '19']}",0,,8836
2277,3069,2021-07-02 03:00:55.283250,"{'2021-07-03': ['18', '21']}",0,,8838
2277,3125,2021-07-04 03:26:20.219507,"{'2021-07-06': ['12', '15']}",0,,8839
2277,3124,2021-08-01 10:49:54.584912,"{'2021-08-06': ['18', '19']}",0,,8840
2277,3143,2021-08-07 14:47:30.548774,"{'2021-08-08': ['12', '15']}",0,,8841
2277,3031,2021-08-08 22:07:24.810217,"{'2021-08-11': ['16', '19']}",0,,8842
2278,3112,2021-07-19 19:55:12.596408,"{'2021-07-23': ['18', '20']}",0,,8844
2278,3007,2021-07-21 15:32:04.766470,"{'2021-07-27': ['13', '14']}",0,,8843
2278,3064,2021-07-25 22:38:03.908150,"{'2021-08-01': ['13', '16']}",0,,8846
2278,3125,2021-08-06 06:32:17.942303,"{'2021-08-13': ['13', '16']}",0,,8845
2278,3024,2021-08-13 00:31:25.043776,"{'2021-08-17': ['15', '18']}",0,,8847
2279,3096,2021-07-03 01:45:37.074509,"{'2021-07-06': ['14', '17']}",0,,8851
2279,3145,2021-07-06 00:35:57.965693,"{'2021-07-08': ['9', '12']}",0,,8850
2279,3103,2021-08-04 08:29:07.896828,"{'2021-08-10': ['20', '21']}",0,,8849
2279,3021,2021-08-17 07:20:27.768346,"{'2021-08-21': ['15', '17']}",0,,8848
2280,3140,2021-08-13 10:53:58.225181,"{'2021-08-14': ['17', '20']}",0,,8852
2281,3124,2021-07-03 13:08:54.652563,"{'2021-07-07': ['14', '15']}",0,,8853
2282,3055,2021-07-01 04:11:51.929461,"{'2021-07-05': ['12', '15']}",0,,8857
2282,3019,2021-07-10 16:28:55.363498,"{'2021-07-14': ['16', '19']}",0,,8856
2282,3135,2021-08-06 14:22:21.455316,"{'2021-08-11': ['15', '18']}",0,,8854
2282,3013,2021-08-09 23:29:47.189938,"{'2021-08-11': ['17', '18']}",0,,8855
2283,3120,2021-07-02 23:37:43.034232,"{'2021-07-09': ['18', '20']}",0,,8858
2284,3135,2021-07-04 17:28:24.739761,"{'2021-07-10': ['16', '19']}",0,,8860
2284,3054,2021-08-15 13:03:45.586793,"{'2021-08-19': ['10', '13']}",0,,8859
2285,3013,2021-07-28 17:11:07.262823,"{'2021-07-29': ['13', '15']}",0,,8861
2286,3009,2021-07-02 00:26:12.788603,"{'2021-07-06': ['15', '16']}",0,,8863
2286,3085,2021-07-02 09:43:20.540218,"{'2021-07-09': ['13', '14']}",0,,8864
2286,3021,2021-07-27 03:10:41.296825,"{'2021-08-01': ['10', '13']}",0,,8862
2286,3127,2021-08-12 08:03:43.889360,"{'2021-08-17': ['12', '14']}",0,,8865
2287,3053,2021-07-08 01:19:02.714141,"{'2021-07-11': ['17', '18']}",0,,8868
2287,3055,2021-07-28 03:44:21.048354,"{'2021-07-31': ['15', '16']}",0,,8866
2287,3143,2021-08-12 12:14:24.312479,"{'2021-08-15': ['16', '17']}",0,,8867
2288,3079,2021-07-08 02:05:52.593411,"{'2021-07-14': ['16', '18']}",0,,8870
2288,3103,2021-07-22 00:06:21.637928,"{'2021-07-26': ['14', '16']}",0,,8869
2288,3085,2021-07-25 07:57:32.504179,"{'2021-07-30': ['13', '14']}",0,,8872
2288,3136,2021-08-01 16:48:13.112494,"{'2021-08-08': ['13', '16']}",0,,8873
2288,3080,2021-08-08 02:45:26.920701,"{'2021-08-11': ['11', '13']}",0,,8871
2289,3019,2021-07-15 18:30:30.691900,"{'2021-07-21': ['12', '15']}",0,,8874
2289,3063,2021-07-21 05:42:41.964239,"{'2021-07-26': ['20', '21']}",0,,8876
2289,3105,2021-08-10 22:40:35.523396,"{'2021-08-16': ['18', '19']}",0,,8875
2290,3002,2021-07-10 12:23:42.333337,"{'2021-07-16': ['11', '14']}",0,,8878
2290,3044,2021-08-11 18:34:19.744176,"{'2021-08-18': ['13', '15']}",0,,8877
2291,3136,2021-07-24 01:13:38.412295,"{'2021-07-26': ['10', '12']}",0,,8880
2291,3140,2021-08-09 02:34:30.639977,"{'2021-08-11': ['16', '18']}",0,,8881
2291,3120,2021-08-18 18:21:03.731418,"{'2021-08-21': ['13', '15']}",0,,8879
2292,3097,2021-07-22 14:43:05.919684,"{'2021-07-23': ['19', '22']}",0,,8882
2293,3101,2021-07-03 11:38:44.047575,"{'2021-07-08': ['13', '16']}",0,,8885
2293,3075,2021-07-09 11:43:56.571355,"{'2021-07-14': ['11', '14']}",0,,8884
2293,3082,2021-07-21 06:45:52.019700,"{'2021-07-28': ['17', '20']}",0,,8883
2294,3124,2021-07-02 04:50:09.691029,"{'2021-07-07': ['11', '13']}",0,,8888
2294,3095,2021-07-07 04:07:48.054077,"{'2021-07-09': ['16', '17']}",0,,8886
2294,3054,2021-07-25 23:38:35.746933,"{'2021-07-28': ['17', '18']}",0,,8889
2294,3101,2021-08-19 01:42:57.037598,"{'2021-08-25': ['15', '18']}",0,,8887
